1789496406.311357	configure	pid=96547 argv=/Users/davidliu/Documents/TradingAgents-AShare/.venv310/lib/python3.10/site-packages/pytest/__main__.py -q -p no:randomly -p dav990_probe tests/test_api_smoke.py tests/test_evidence_relations.py tests/test_evidence_summary.py tests/test_evidence_verifier_fairness.py tests/test_expectation_revision_contract.py tests/test_financial_announce_cutoff.py tests/test_financial_as_of.py tests/test_financial_period_compliance.py tests/test_financial_period_kind.py tests/test_frozen_trade_date_isolation.py tests/test_fund_flow_dispute_tie.py tests/test_fund_flow_evidence.py tests/test_fund_flow_lg_credibility.py tests/test_fund_flow_scale_collector.py tests/test_fund_flow_scale_consumption.py tests/test_fund_flow_scale_metrics.py tests/test_fundamentals_analyst.py tests/test_game_theory_integration.py::test_rt7_single_and_dual_horizon_isolation
1789496453.344321	START	tests/test_expectation_revision_contract.py::test_dav883_publication_valid_calendar_dates_and_timestamps_pass
1789496453.346571	FINISH	tests/test_expectation_revision_contract.py::test_dav883_publication_valid_calendar_dates_and_timestamps_pass
1789496453.346701	START	tests/test_expectation_revision_contract.py::test_dav883_publication_illegal_calendar_dates_blocked_and_enter_gap
1789496453.350497	FINISH	tests/test_expectation_revision_contract.py::test_dav883_publication_illegal_calendar_dates_blocked_and_enter_gap
1789496453.350633	START	tests/test_expectation_revision_contract.py::test_dav883_publication_format_errors_blocked_and_enter_gap
1789496453.352995	FINISH	tests/test_expectation_revision_contract.py::test_dav883_publication_format_errors_blocked_and_enter_gap
1789496453.353136	START	tests/test_expectation_revision_contract.py::test_dav883_publication_future_date_regression_and_cutoff_preservation
1789496453.353773	FINISH	tests/test_expectation_revision_contract.py::test_dav883_publication_future_date_regression_and_cutoff_preservation
1789496453.353950	START	tests/test_financial_announce_cutoff.py::test_statutory_disclosure_deadline[20251231-expected0]
1789496453.354825	FINISH	tests/test_financial_announce_cutoff.py::test_statutory_disclosure_deadline[20251231-expected0]
1789496453.354957	START	tests/test_financial_announce_cutoff.py::test_statutory_disclosure_deadline[20250630-expected1]
1789496453.355723	FINISH	tests/test_financial_announce_cutoff.py::test_statutory_disclosure_deadline[20250630-expected1]
1789496453.355871	START	tests/test_financial_announce_cutoff.py::test_statutory_disclosure_deadline[20250331-expected2]
1789496453.356545	FINISH	tests/test_financial_announce_cutoff.py::test_statutory_disclosure_deadline[20250331-expected2]
1789496453.356672	START	tests/test_financial_announce_cutoff.py::test_statutory_disclosure_deadline[20250930-expected3]
1789496453.357328	FINISH	tests/test_financial_announce_cutoff.py::test_statutory_disclosure_deadline[20250930-expected3]
1789496453.357476	START	tests/test_financial_announce_cutoff.py::test_statutory_disclosure_deadline[20241231-expected4]
1789496453.358134	FINISH	tests/test_financial_announce_cutoff.py::test_statutory_disclosure_deadline[20241231-expected4]
1789496453.358275	START	tests/test_financial_announce_cutoff.py::test_resolve_20250331_uses_bs_within_statutory_not_refreshed_is
1789496453.359040	FINISH	tests/test_financial_announce_cutoff.py::test_resolve_20250331_uses_bs_within_statutory_not_refreshed_is
1789496453.359189	START	tests/test_financial_announce_cutoff.py::test_resolve_20240930_keeps_original_q3_announce
1789496453.359815	FINISH	tests/test_financial_announce_cutoff.py::test_resolve_20240930_keeps_original_q3_announce
1789496453.359958	START	tests/test_financial_announce_cutoff.py::test_resolve_20251231_max_within_window
1789496453.360595	FINISH	tests/test_financial_announce_cutoff.py::test_resolve_20251231_max_within_window
1789496453.360725	START	tests/test_financial_announce_cutoff.py::test_resolve_all_refreshed_drops_yoy_constructed
1789496453.361345	FINISH	tests/test_financial_announce_cutoff.py::test_resolve_all_refreshed_drops_yoy_constructed
1789496453.361481	START	tests/test_financial_announce_cutoff.py::test_resolve_real_20240331_keeps_bs_ann_not_statutory_only
1789496453.362159	FINISH	tests/test_financial_announce_cutoff.py::test_resolve_real_20240331_keeps_bs_ann_not_statutory_only
1789496453.362300	START	tests/test_financial_announce_cutoff.py::test_resolve_empty_announce_dates_uses_statutory
1789496453.362907	FINISH	tests/test_financial_announce_cutoff.py::test_resolve_empty_announce_dates_uses_statutory
1789496453.363051	START	tests/test_financial_announce_cutoff.py::test_resolve_688981_real_late_filing_uses_actual_announce_not_statutory
1789496453.363668	FINISH	tests/test_financial_announce_cutoff.py::test_resolve_688981_real_late_filing_uses_actual_announce_not_statutory
1789496453.363801	START	tests/test_financial_announce_cutoff.py::test_resolve_688981_mixed_late_and_yoy_keeps_late_drops_yoy
1789496453.364424	FINISH	tests/test_financial_announce_cutoff.py::test_resolve_688981_mixed_late_and_yoy_keeps_late_drops_yoy
1789496453.364554	START	tests/test_financial_announce_cutoff.py::test_resolve_600519_q1_2025_still_drops_yoy_is_cf
1789496453.365234	FINISH	tests/test_financial_announce_cutoff.py::test_resolve_600519_q1_2025_still_drops_yoy_is_cf
1789496453.365376	START	tests/test_financial_announce_cutoff.py::test_filter_income_before_and_after_q1_2025_announce
1789496453.368421	FINISH	tests/test_financial_announce_cutoff.py::test_filter_income_before_and_after_q1_2025_announce
1789496453.368577	START	tests/test_financial_announce_cutoff.py::test_filter_does_not_leak_unannounced_fy_via_report_period
1789496453.370743	FINISH	tests/test_financial_announce_cutoff.py::test_filter_does_not_leak_unannounced_fy_via_report_period
1789496453.370880	START	tests/test_financial_announce_cutoff.py::test_financial_cutoff_header_mentions_period_and_effective_date
1789496453.373056	FINISH	tests/test_financial_announce_cutoff.py::test_financial_cutoff_header_mentions_period_and_effective_date
1789496453.373194	START	tests/test_financial_announce_cutoff.py::test_financial_cutoff_header_appends_yoy_disclaimer
1789496453.373834	FINISH	tests/test_financial_announce_cutoff.py::test_financial_cutoff_header_appends_yoy_disclaimer
1789496453.373977	START	tests/test_financial_announce_cutoff.py::test_financial_cutoff_header_yoy_disclaimer_forced_flag
1789496453.374624	FINISH	tests/test_financial_announce_cutoff.py::test_financial_cutoff_header_yoy_disclaimer_forced_flag
1789496453.374770	START	tests/test_financial_announce_cutoff.py::test_abstract_columns_filtered_by_effective_map
1789496453.377055	FINISH	tests/test_financial_announce_cutoff.py::test_abstract_columns_filtered_by_effective_map
1789496453.377201	START	tests/test_financial_announce_cutoff.py::test_provider_income_truncation_today_vs_90d_ago
1789496453.388819	FINISH	tests/test_financial_announce_cutoff.py::test_provider_income_truncation_today_vs_90d_ago
1789496453.388994	START	tests/test_financial_announce_cutoff.py::test_provider_missing_curr_date_refuses_financials
1789496453.389933	FINISH	tests/test_financial_announce_cutoff.py::test_provider_missing_curr_date_refuses_financials
1789496453.390087	START	tests/test_financial_announce_cutoff.py::test_provider_historical_refuses_ths_fallback
1789496453.391016	FINISH	tests/test_financial_announce_cutoff.py::test_provider_historical_refuses_ths_fallback
1789496453.391149	START	tests/test_financial_announce_cutoff.py::test_shareholder_count_requires_curr_date
1789496453.391771	FINISH	tests/test_financial_announce_cutoff.py::test_shareholder_count_requires_curr_date
1789496453.391915	START	tests/test_financial_announce_cutoff.py::test_fund_flow_requires_curr_date_and_oor_message
1789496453.399584	FINISH	tests/test_financial_announce_cutoff.py::test_fund_flow_requires_curr_date_and_oor_message
1789496453.399740	START	tests/test_financial_announce_cutoff.py::test_provider_income_statement_includes_period_kind_and_no_q2
1789496453.404353	FINISH	tests/test_financial_announce_cutoff.py::test_provider_income_statement_includes_period_kind_and_no_q2
1789496453.404501	START	tests/test_financial_announce_cutoff.py::test_provider_balance_sheet_includes_period_end_stock
1789496453.408281	FINISH	tests/test_financial_announce_cutoff.py::test_provider_balance_sheet_includes_period_end_stock
1789496453.408419	START	tests/test_financial_announce_cutoff.py::test_provider_cashflow_statement_includes_period_kind_and_no_q2
1789496453.412707	FINISH	tests/test_financial_announce_cutoff.py::test_provider_cashflow_statement_includes_period_kind_and_no_q2
1789496453.412854	START	tests/test_financial_announce_cutoff.py::test_build_effective_announce_map_with_ann_date_and_f_ann_date
1789496453.413977	FINISH	tests/test_financial_announce_cutoff.py::test_build_effective_announce_map_with_ann_date_and_f_ann_date
1789496453.414114	START	tests/test_financial_announce_cutoff.py::test_provider_backup_source_with_ann_date_and_f_ann_date_a4_cutoff
1789496453.428944	FINISH	tests/test_financial_announce_cutoff.py::test_provider_backup_source_with_ann_date_and_f_ann_date_a4_cutoff
1789496453.429101	START	tests/test_financial_announce_cutoff.py::test_provider_backup_source_without_ann_date_refused_on_historical_date
1789496453.430182	FINISH	tests/test_financial_announce_cutoff.py::test_provider_backup_source_without_ann_date_refused_on_historical_date
1789496453.430326	START	tests/test_financial_announce_cutoff.py::test_provider_unparseable_curr_date_fails_not_today
1789496453.431919	FINISH	tests/test_financial_announce_cutoff.py::test_provider_unparseable_curr_date_fails_not_today
1789496453.432054	START	tests/test_financial_announce_cutoff.py::test_tushare_financial_tables_error_handling
1789496453.432723	FINISH	tests/test_financial_announce_cutoff.py::test_tushare_financial_tables_error_handling
1789496453.432866	START	tests/test_financial_announce_cutoff.py::test_tushare_financial_tables_valid_envelope_parsing
1789496453.434793	FINISH	tests/test_financial_announce_cutoff.py::test_tushare_financial_tables_valid_envelope_parsing
1789496453.434940	START	tests/test_financial_announce_cutoff.py::test_provider_backup_source_single_ann_date_or_f_ann_date
1789496453.441277	FINISH	tests/test_financial_announce_cutoff.py::test_provider_backup_source_single_ann_date_or_f_ann_date
1789496453.441430	START	tests/test_financial_announce_cutoff.py::test_provider_income_statement_missing_q1_shows_na_declaration
1789496453.445635	FINISH	tests/test_financial_announce_cutoff.py::test_provider_income_statement_missing_q1_shows_na_declaration
1789496453.445782	START	tests/test_financial_announce_cutoff.py::test_provider_income_statement_with_h1_and_q1_derives_q2
1789496453.452371	FINISH	tests/test_financial_announce_cutoff.py::test_provider_income_statement_with_h1_and_q1_derives_q2
1789496453.452522	START	tests/test_financial_announce_cutoff.py::test_provider_income_statement_with_eps_excludes_eps_from_derivation
1789496453.456978	FINISH	tests/test_financial_announce_cutoff.py::test_provider_income_statement_with_eps_excludes_eps_from_derivation
1789496453.457168	START	tests/test_financial_as_of.py::test_extract_source_as_of_eight_interfaces[balance_sheet-## Balance Sheet (600900.SH)\n\n\u3010\u8d22\u52a1\u6570\u636e\u622a\u81f3 2026Q1\u3011\uff08\u751f\u6548\u516c\u544a\u65e5 2026-04-30\uff0c\u5206\u6790\u65e5 2026-08-21\uff09\n\uff08\u8be5\u671f\u9996\u6b21\u516c\u544a\u65e5\u5728\u6570\u636e\u6e90\u4e2d\u5df2\u88ab\u540e\u7eed\u8d22\u62a5\u5237\u65b0\u8986\u76d6\uff0c\u6b64\u5904\u6309\u6cd5\u5b9a\u62ab\u9732\u622a\u6b62\u65e5\u4f30\u8ba1\uff0c\u82e5\u516c\u53f8\u5f53\u671f\u5b9e\u9645\u903e\u671f\u62ab\u9732\uff0c\u53ef\u89c1\u65f6\u70b9\u53ef\u80fd\u665a\u4e8e\u6b64\u4f30\u8ba1\u6570\u65e5\u81f3\u6570\u5468\uff09\n\n|      \u62a5\u544a\u65e5 |     \u516c\u544a\u65e5\u671f |        \u8d27\u5e01\u8d44\u91d1 |        \u5e94\u6536\u8d26\u6b3e |          \u5b58\u8d27 |\n|---------:|---------:|------------:|------------:|------------:|\n| 20260331 | 20260430 |  12345678.0 |   5678901.0 |   2345678.0 |\n-2026-08-21-2026-04-30]
1789496453.461000	FINISH	tests/test_financial_as_of.py::test_extract_source_as_of_eight_interfaces[balance_sheet-## Balance Sheet (600900.SH)\n\n\u3010\u8d22\u52a1\u6570\u636e\u622a\u81f3 2026Q1\u3011\uff08\u751f\u6548\u516c\u544a\u65e5 2026-04-30\uff0c\u5206\u6790\u65e5 2026-08-21\uff09\n\uff08\u8be5\u671f\u9996\u6b21\u516c\u544a\u65e5\u5728\u6570\u636e\u6e90\u4e2d\u5df2\u88ab\u540e\u7eed\u8d22\u62a5\u5237\u65b0\u8986\u76d6\uff0c\u6b64\u5904\u6309\u6cd5\u5b9a\u62ab\u9732\u622a\u6b62\u65e5\u4f30\u8ba1\uff0c\u82e5\u516c\u53f8\u5f53\u671f\u5b9e\u9645\u903e\u671f\u62ab\u9732\uff0c\u53ef\u89c1\u65f6\u70b9\u53ef\u80fd\u665a\u4e8e\u6b64\u4f30\u8ba1\u6570\u65e5\u81f3\u6570\u5468\uff09\n\n|      \u62a5\u544a\u65e5 |     \u516c\u544a\u65e5\u671f |        \u8d27\u5e01\u8d44\u91d1 |        \u5e94\u6536\u8d26\u6b3e |          \u5b58\u8d27 |\n|---------:|---------:|------------:|------------:|------------:|\n| 20260331 | 20260430 |  12345678.0 |   5678901.0 |   2345678.0 |\n-2026-08-21-2026-04-30]
1789496453.461144	START	tests/test_financial_as_of.py::test_extract_source_as_of_eight_interfaces[income_statement-## Income Statement (600900.SH)\n\n\u3010\u8d22\u52a1\u6570\u636e\u622a\u81f3 2026Q1\u3011\uff08\u751f\u6548\u516c\u544a\u65e5 2026-04-30\uff0c\u5206\u6790\u65e5 2026-08-21\uff09\n\uff08\u8be5\u671f\u9996\u6b21\u516c\u544a\u65e5\u5728\u6570\u636e\u6e90\u4e2d\u5df2\u88ab\u540e\u7eed\u8d22\u62a5\u5237\u65b0\u8986\u76d6\uff0c\u6b64\u5904\u6309\u6cd5\u5b9a\u62ab\u9732\u622a\u6b62\u65e5\u4f30\u8ba1\uff0c\u82e5\u516c\u53f8\u5f53\u671f\u5b9e\u9645\u903e\u671f\u62ab\u9732\uff0c\u53ef\u89c1\u65f6\u70b9\u53ef\u80fd\u665a\u4e8e\u6b64\u4f30\u8ba1\u6570\u65e5\u81f3\u6570\u5468\uff09\n\n|      \u62a5\u544a\u65e5 |     \u516c\u544a\u65e5\u671f |       \u8425\u4e1a\u603b\u6536\u5165 |        \u8425\u4e1a\u6536\u5165 |       \u8425\u4e1a\u603b\u6210\u672c |\n|---------:|---------:|------------:|------------:|------------:|\n| 20260331 | 20260430 |  98765432.0 |  98765432.0 |  54321098.0 |\n-2026-08-21-2026-04-30]
1789496453.461965	FINISH	tests/test_financial_as_of.py::test_extract_source_as_of_eight_interfaces[income_statement-## Income Statement (600900.SH)\n\n\u3010\u8d22\u52a1\u6570\u636e\u622a\u81f3 2026Q1\u3011\uff08\u751f\u6548\u516c\u544a\u65e5 2026-04-30\uff0c\u5206\u6790\u65e5 2026-08-21\uff09\n\uff08\u8be5\u671f\u9996\u6b21\u516c\u544a\u65e5\u5728\u6570\u636e\u6e90\u4e2d\u5df2\u88ab\u540e\u7eed\u8d22\u62a5\u5237\u65b0\u8986\u76d6\uff0c\u6b64\u5904\u6309\u6cd5\u5b9a\u62ab\u9732\u622a\u6b62\u65e5\u4f30\u8ba1\uff0c\u82e5\u516c\u53f8\u5f53\u671f\u5b9e\u9645\u903e\u671f\u62ab\u9732\uff0c\u53ef\u89c1\u65f6\u70b9\u53ef\u80fd\u665a\u4e8e\u6b64\u4f30\u8ba1\u6570\u65e5\u81f3\u6570\u5468\uff09\n\n|      \u62a5\u544a\u65e5 |     \u516c\u544a\u65e5\u671f |       \u8425\u4e1a\u603b\u6536\u5165 |        \u8425\u4e1a\u6536\u5165 |       \u8425\u4e1a\u603b\u6210\u672c |\n|---------:|---------:|------------:|------------:|------------:|\n| 20260331 | 20260430 |  98765432.0 |  98765432.0 |  54321098.0 |\n-2026-08-21-2026-04-30]
1789496453.462102	START	tests/test_financial_as_of.py::test_extract_source_as_of_eight_interfaces[cashflow-## Cashflow (600900.SH)\n\n\u3010\u8d22\u52a1\u6570\u636e\u622a\u81f3 2026Q1\u3011\uff08\u751f\u6548\u516c\u544a\u65e5 2026-04-30\uff0c\u5206\u6790\u65e5 2026-08-21\uff09\n\uff08\u8be5\u671f\u9996\u6b21\u516c\u544a\u65e5\u5728\u6570\u636e\u6e90\u4e2d\u5df2\u88ab\u540e\u7eed\u8d22\u62a5\u5237\u65b0\u8986\u76d6\uff0c\u6b64\u5904\u6309\u6cd5\u5b9a\u62ab\u9732\u622a\u6b62\u65e5\u4f30\u8ba1\uff0c\u82e5\u516c\u53f8\u5f53\u671f\u5b9e\u9645\u903e\u671f\u62ab\u9732\uff0c\u53ef\u89c1\u65f6\u70b9\u53ef\u80fd\u665a\u4e8e\u6b64\u4f30\u8ba1\u6570\u65e5\u81f3\u6570\u5468\uff09\n\n|      \u62a5\u544a\u65e5 |     \u516c\u544a\u65e5\u671f |   \u9500\u552e\u5546\u54c1\u3001\u63d0\u4f9b\u52b3\u52a1\u6536\u5230\u7684\u73b0\u91d1 |   \u7ecf\u8425\u6d3b\u52a8\u73b0\u91d1\u6d41\u5165\u5c0f\u8ba1 |\n|---------:|---------:|-----------------:|-------------:|\n| 20260331 | 20260430 |       45678901.0 |   56789012.0 |\n-2026-08-21-2026-04-30]
1789496453.462881	FINISH	tests/test_financial_as_of.py::test_extract_source_as_of_eight_interfaces[cashflow-## Cashflow (600900.SH)\n\n\u3010\u8d22\u52a1\u6570\u636e\u622a\u81f3 2026Q1\u3011\uff08\u751f\u6548\u516c\u544a\u65e5 2026-04-30\uff0c\u5206\u6790\u65e5 2026-08-21\uff09\n\uff08\u8be5\u671f\u9996\u6b21\u516c\u544a\u65e5\u5728\u6570\u636e\u6e90\u4e2d\u5df2\u88ab\u540e\u7eed\u8d22\u62a5\u5237\u65b0\u8986\u76d6\uff0c\u6b64\u5904\u6309\u6cd5\u5b9a\u62ab\u9732\u622a\u6b62\u65e5\u4f30\u8ba1\uff0c\u82e5\u516c\u53f8\u5f53\u671f\u5b9e\u9645\u903e\u671f\u62ab\u9732\uff0c\u53ef\u89c1\u65f6\u70b9\u53ef\u80fd\u665a\u4e8e\u6b64\u4f30\u8ba1\u6570\u65e5\u81f3\u6570\u5468\uff09\n\n|      \u62a5\u544a\u65e5 |     \u516c\u544a\u65e5\u671f |   \u9500\u552e\u5546\u54c1\u3001\u63d0\u4f9b\u52b3\u52a1\u6536\u5230\u7684\u73b0\u91d1 |   \u7ecf\u8425\u6d3b\u52a8\u73b0\u91d1\u6d41\u5165\u5c0f\u8ba1 |\n|---------:|---------:|-----------------:|-------------:|\n| 20260331 | 20260430 |       45678901.0 |   56789012.0 |\n-2026-08-21-2026-04-30]
1789496453.463011	START	tests/test_financial_as_of.py::test_extract_source_as_of_eight_interfaces[fundamentals-## Fundamentals for 600900.SH\n\n### Company Profile\n\n\u3010\u6570\u636e\u83b7\u53d6\u5931\u8d25\u3011Company Profile\uff08\u603b\u5e02\u503c/PE/\u4e2a\u80a1\u4fe1\u606f\uff09\uff1a\u8be5\u6570\u636e\u6e90\u4ec5\u63d0\u4f9b\u5f53\u524d\u5feb\u7167\uff0c\u65e0\u6cd5\u7528\u4e8e\u5386\u53f2\u65e5\u671f\u5206\u6790\uff0c\u672c\u9879\u4e0d\u53ef\u7528\n\n### Financial Abstract\n\n\u3010\u8d22\u52a1\u6570\u636e\u622a\u81f3 2026Q1\u3011\uff08\u751f\u6548\u516c\u544a\u65e5 2026-04-30\uff0c\u5206\u6790\u65e5 2026-08-21\uff09\n\uff08\u8be5\u671f\u9996\u6b21\u516c\u544a\u65e5\u5728\u6570\u636e\u6e90\u4e2d\u5df2\u88ab\u540e\u7eed\u8d22\u62a5\u5237\u65b0\u8986\u76d6\uff0c\u6b64\u5904\u6309\u6cd5\u5b9a\u62ab\u9732\u622a\u6b62\u65e5\u4f30\u8ba1\uff0c\u82e5\u516c\u53f8\u5f53\u671f\u5b9e\u9645\u903e\u671f\u62ab\u9732\uff0c\u53ef\u89c1\u65f6\u70b9\u53ef\u80fd\u665a\u4e8e\u6b64\u4f30\u8ba1\u6570\u65e5\u81f3\u6570\u5468\uff09\n\n| \u9009\u9879   | \u6307\u6807          |     20260331 |     20251231 |\n|:-----|:------------|-------------:|-------------:|\n| \u5e38\u7528   | \u6bcf\u80a1\u6536\u76ca(\u5143)  |         0.35 |         1.20 |\n-2026-08-21-2026-04-30]
1789496453.464355	FINISH	tests/test_financial_as_of.py::test_extract_source_as_of_eight_interfaces[fundamentals-## Fundamentals for 600900.SH\n\n### Company Profile\n\n\u3010\u6570\u636e\u83b7\u53d6\u5931\u8d25\u3011Company Profile\uff08\u603b\u5e02\u503c/PE/\u4e2a\u80a1\u4fe1\u606f\uff09\uff1a\u8be5\u6570\u636e\u6e90\u4ec5\u63d0\u4f9b\u5f53\u524d\u5feb\u7167\uff0c\u65e0\u6cd5\u7528\u4e8e\u5386\u53f2\u65e5\u671f\u5206\u6790\uff0c\u672c\u9879\u4e0d\u53ef\u7528\n\n### Financial Abstract\n\n\u3010\u8d22\u52a1\u6570\u636e\u622a\u81f3 2026Q1\u3011\uff08\u751f\u6548\u516c\u544a\u65e5 2026-04-30\uff0c\u5206\u6790\u65e5 2026-08-21\uff09\n\uff08\u8be5\u671f\u9996\u6b21\u516c\u544a\u65e5\u5728\u6570\u636e\u6e90\u4e2d\u5df2\u88ab\u540e\u7eed\u8d22\u62a5\u5237\u65b0\u8986\u76d6\uff0c\u6b64\u5904\u6309\u6cd5\u5b9a\u62ab\u9732\u622a\u6b62\u65e5\u4f30\u8ba1\uff0c\u82e5\u516c\u53f8\u5f53\u671f\u5b9e\u9645\u903e\u671f\u62ab\u9732\uff0c\u53ef\u89c1\u65f6\u70b9\u53ef\u80fd\u665a\u4e8e\u6b64\u4f30\u8ba1\u6570\u65e5\u81f3\u6570\u5468\uff09\n\n| \u9009\u9879   | \u6307\u6807          |     20260331 |     20251231 |\n|:-----|:------------|-------------:|-------------:|\n| \u5e38\u7528   | \u6bcf\u80a1\u6536\u76ca(\u5143)  |         0.35 |         1.20 |\n-2026-08-21-2026-04-30]
1789496453.464491	START	tests/test_financial_as_of.py::test_extract_source_as_of_eight_interfaces[earnings_forecast_empty-\u3010\u4e1a\u7ee9\u9884\u544a\u6392\u67e5\u3011\u67e5\u8be2\u62a5\u544a\u671f = 20260630\uff082026H1\uff09\u3002\u8be5\u6807\u7684\u5728\u672c\u62a5\u544a\u671f\u6682\u65e0\u4e1a\u7ee9\u9884\u8b66/\u9884\u589e\u516c\u544a\uff08\u67e5\u8be2\u6210\u529f\uff0c\u786e\u8ba4\u65e0\u9884\u544a\uff09\u3002-2026-08-21-2026-06-30]
1789496453.465241	FINISH	tests/test_financial_as_of.py::test_extract_source_as_of_eight_interfaces[earnings_forecast_empty-\u3010\u4e1a\u7ee9\u9884\u544a\u6392\u67e5\u3011\u67e5\u8be2\u62a5\u544a\u671f = 20260630\uff082026H1\uff09\u3002\u8be5\u6807\u7684\u5728\u672c\u62a5\u544a\u671f\u6682\u65e0\u4e1a\u7ee9\u9884\u8b66/\u9884\u589e\u516c\u544a\uff08\u67e5\u8be2\u6210\u529f\uff0c\u786e\u8ba4\u65e0\u9884\u544a\uff09\u3002-2026-08-21-2026-06-30]
1789496453.465369	START	tests/test_financial_as_of.py::test_extract_source_as_of_eight_interfaces[earnings_forecast_data-\u3010\u4e1a\u7ee9\u9884\u544a/\u5feb\u62a5\u3011\u67e5\u8be2\u62a5\u544a\u671f = 20260630\uff082026H1\uff09\u3002\u627e\u5230 1 \u6761\u9884\u544a\u8bb0\u5f55\uff1a\n- \u516c\u544a\u65e5: 2026-07-15 | \u7c7b\u578b: \u9884\u589e | \u53d8\u52a8: 50%\n  \u539f\u56e0\u6458\u8981: \u4e3b\u8425\u4e1a\u52a1\u6301\u7eed\u589e\u957f-2026-08-21-2026-07-15]
1789496453.466113	FINISH	tests/test_financial_as_of.py::test_extract_source_as_of_eight_interfaces[earnings_forecast_data-\u3010\u4e1a\u7ee9\u9884\u544a/\u5feb\u62a5\u3011\u67e5\u8be2\u62a5\u544a\u671f = 20260630\uff082026H1\uff09\u3002\u627e\u5230 1 \u6761\u9884\u544a\u8bb0\u5f55\uff1a\n- \u516c\u544a\u65e5: 2026-07-15 | \u7c7b\u578b: \u9884\u589e | \u53d8\u52a8: 50%\n  \u539f\u56e0\u6458\u8981: \u4e3b\u8425\u4e1a\u52a1\u6301\u7eed\u589e\u957f-2026-08-21-2026-07-15]
1789496453.466242	START	tests/test_financial_as_of.py::test_extract_source_as_of_eight_interfaces[shareholder_count-\u3010\u80a1\u4e1c\u6237\u6570\u4e0e\u7b79\u7801\u96c6\u4e2d\u5ea6\u3011\u6700\u8fd1 4 \u671f\u6237\u6570\u53d8\u52a8\uff1a\n- \u622a\u6b62\u65e5: 2025-08-30 | \u80a1\u4e1c\u6237\u6570: 613514 | \u8f83\u4e0a\u671f\u53d8\u52a8: 77.276733212551% | \u6237\u5747\u5e02\u503c: 1120287.7776912 \u5143\n- \u622a\u6b62\u65e5: 2025-09-30 | \u80a1\u4e1c\u6237\u6570: 601559 | \u8f83\u4e0a\u671f\u53d8\u52a8: -1.948610789648% | \u6237\u5747\u5e02\u503c: 1108384.93441375 \u5143\n- \u622a\u6b62\u65e5: 2025-12-31 | \u80a1\u4e1c\u6237\u6570: 543860 | \u8f83\u4e0a\u671f\u53d8\u52a8: -9.591577883466% | \u6237\u5747\u5e02\u503c: 1223275.91604097 \u5143\n- \u622a\u6b62\u65e5: 2026-03-31 | \u80a1\u4e1c\u6237\u6570: 739609 | \u8f83\u4e0a\u671f\u53d8\u52a8: 35.992534843526% | \u6237\u5747\u5e02\u503c: 894554.564696536 \u5143-2026-08-21-2026-03-31]
1789496453.466994	FINISH	tests/test_financial_as_of.py::test_extract_source_as_of_eight_interfaces[shareholder_count-\u3010\u80a1\u4e1c\u6237\u6570\u4e0e\u7b79\u7801\u96c6\u4e2d\u5ea6\u3011\u6700\u8fd1 4 \u671f\u6237\u6570\u53d8\u52a8\uff1a\n- \u622a\u6b62\u65e5: 2025-08-30 | \u80a1\u4e1c\u6237\u6570: 613514 | \u8f83\u4e0a\u671f\u53d8\u52a8: 77.276733212551% | \u6237\u5747\u5e02\u503c: 1120287.7776912 \u5143\n- \u622a\u6b62\u65e5: 2025-09-30 | \u80a1\u4e1c\u6237\u6570: 601559 | \u8f83\u4e0a\u671f\u53d8\u52a8: -1.948610789648% | \u6237\u5747\u5e02\u503c: 1108384.93441375 \u5143\n- \u622a\u6b62\u65e5: 2025-12-31 | \u80a1\u4e1c\u6237\u6570: 543860 | \u8f83\u4e0a\u671f\u53d8\u52a8: -9.591577883466% | \u6237\u5747\u5e02\u503c: 1223275.91604097 \u5143\n- \u622a\u6b62\u65e5: 2026-03-31 | \u80a1\u4e1c\u6237\u6570: 739609 | \u8f83\u4e0a\u671f\u53d8\u52a8: 35.992534843526% | \u6237\u5747\u5e02\u503c: 894554.564696536 \u5143-2026-08-21-2026-03-31]
1789496453.467132	START	tests/test_financial_as_of.py::test_extract_source_as_of_eight_interfaces[fund_flow_individual_text-\u3010\u5907\u7528\u6570\u636e\u6e90\uff1a\u65b0\u6d6a\u5386\u53f2/\u6536\u76d8\u6570\u636e\u3011600900.SH \u8fd15\u65e5\u4e3b\u529b\u8d44\u91d1\u51c0\u6d41\u5411\uff08\u622a\u81f3\u4e8e 2026-08-21\uff0c\u6700\u65b0\u6570\u636e\u65e5 2026-08-21\uff0c\u5355\u4f4d\uff1a\u4ebf\u5143\uff09\uff1a\n        \u65e5\u671f \u51c0\u6d41\u5165\u989d(\u4ebf) \u4e3b\u529b\u51c0\u6d41\u5165(\u4ebf)     \u51c0\u5360\u6bd4\n2026-08-17    0.50     0.01   2.41%\n2026-08-18    0.41     1.85   2.07%\n2026-08-19   -0.51    -0.61  -1.46%\n2026-08-20    0.14    -0.84   0.60%\n2026-08-21   -1.83    -1.58 -10.26%\n\uff08\u65b0\u6d6a\u5386\u53f2\u63a5\u53e3\u672a\u63d0\u4f9b\u8d85\u5927\u5355/\u5927\u5355/\u4e2d\u5355/\u5c0f\u5355\u660e\u7ec6\uff09-2026-08-21-2026-08-21]
